bug ID,crypto,general,java,networking
35407,0.9562,1.1713,0.0,3.0364
35406,1.2646,2.3772,0.3018,5.1973
35405,0.1293,4.1855,3.0911,3.6352
35404,1.2041,3.8483,1.4137,5.5557
35403,0.0,2.0278,0.0,2.0278
35402,0.0,1.6539,0.0,3.9085
35401,1.3829,2.3373,1.3805,4.7437
35400,1.3829,2.3373,1.3805,4.7437
35399,0.0,0.0,0.0,0.0
35398,0.9032,2.4762,0.3412,5.8304
35397,1.3016,3.1251,1.2598,7.8388
35396,0.7896,0.7896,0.7896,0.7896
35395,1.3935,2.6325,1.3165,7.9198
35394,1.2586,1.2586,1.2586,0.0
35393,0.4995,2.8453,0.2072,6.7127
35392,0.2162,3.3808,0.0,3.9725
35391,1.6866,3.2352,0.8652,6.6036
35390,0.8142,1.4467,0.5371,4.393
35389,0.0,4.5827,0.8527,2.9621
35388,0.6615,1.7208,0.9059,3.678
35387,0.926,2.594,0.8644,3.5014
35386,0.0,0.7862,0.0,2.9236
35385,0.381,2.8147,0.381,8.6427
35384,3.0033,5.0929,3.0593,6.861
35383,0.8622,1.499,0.4858,7.1507
35382,0.9697,0.0,0.0,3.2665
35381,0.0,1.5442,0.0,2.7143
35380,0.0,1.9519,0.9424,2.6796
35379,1.5991,4.1733,1.8997,5.0804
35378,0.1569,1.6913,0.0,5.1986
35377,1.0948,4.1869,1.1693,5.8689
35376,0.0525,2.3004,0.4793,3.2396
35375,1.6267,4.1567,1.8957,2.8005
35374,1.3113,2.5027,0.0,6.6518
35373,1.3113,2.5027,0.0,6.6518
35372,0.1622,4.3207,0.4653,7.362
35371,0.7509,0.928,0.0,4.39
35370,0.0,1.8075,0.0,3.0664
35369,0.3671,2.8132,0.6104,5.1195
35368,0.3706,4.0318,0.3706,5.2751
35367,0.0,2.4715,0.6661,5.1175
35366,0.2838,1.9731,1.8001,3.9633
35365,0.5418,2.4432,0.5746,2.6446
35364,1.4021,1.6901,0.0,3.9306
35363,0.1395,1.3646,0.0,2.2384
35362,1.1756,2.2396,0.4239,4.0365
35361,0.0,0.6692,0.9529,3.2034
35360,0.0,0.0,0.0,0.0
35359,0.0,3.1567,0.5491,1.8811
35358,3.372,3.3953,0.8424,8.2235
35357,0.2747,2.1149,0.6307,5.2912
35356,0.2564,1.5118,0.0,0.653
35355,0.9879,2.5172,0.3482,4.8631
35354,0.3636,1.0229,0.0,1.7009
35353,1.2367,1.681,0.449,4.0526
35352,0.7076,2.7451,0.6163,5.9162
35351,1.0177,0.8056,2.3026,8.4511
35350,1.9528,5.4287,1.3926,4.4697
35349,0.0,4.6556,2.391,0.0
35348,3.4431,0.0,0.6438,7.1665
35347,0.0,0.5199,0.0,1.3202
35346,0.9334,3.5299,0.7613,5.2863
35345,0.5938,4.3819,1.8425,5.488
35344,1.3817,2.7025,0.4528,4.3025
35343,1.2367,2.3778,0.449,4.7829
35342,0.4052,2.2237,0.5577,5.1186
35341,1.1756,2.2396,0.4239,4.0365
35340,0.8691,4.3965,0.9809,5.3959
35339,1.421,4.1664,0.9552,4.3334
35338,0.0,0.8031,0.0,2.5046
35337,1.3121,1.3674,0.0,5.2382
35336,0.0,0.7884,0.0,0.0
35335,1.8221,3.2083,0.7728,2.6988
35334,2.3297,5.3256,1.0786,4.1027
35333,0.0,4.841,1.6378,5.0781
35332,0.5709,3.4547,1.0757,4.1711
35331,0.0,1.5519,0.0,2.7393
35330,0.0,1.0229,0.0,1.2751
35329,0.8731,5.2219,1.36,5.0023
35328,0.1462,4.3101,2.7168,2.0409
35327,6.5484,3.4128,1.025,6.2886
35326,0.7747,3.973,0.0,5.5153
35325,0.0,0.8822,0.0,0.7234
35324,1.1363,2.1659,0.4079,5.1329
35323,0.0,2.8646,2.0651,4.9853
35322,0.6392,2.1495,0.0,4.5999
35321,0.253,3.5021,1.1991,3.3279
35320,0.3047,3.2857,0.0,4.6221
35319,0.0,1.1705,0.5774,1.1705
35318,1.5816,1.6198,0.798,7.171
35317,0.7559,3.5252,0.8141,5.4037
35316,0.6477,3.5128,1.07,5.9661
35315,0.0,1.1449,0.0,2.2421
35314,0.0,1.786,0.4592,2.1823
35313,0.7559,4.9032,0.8141,4.7655
35312,0.0,2.8051,0.6383,3.8395
35311,0.2291,0.5834,0.0,1.808
35310,1.1756,2.2396,0.4239,4.0365
35309,1.5292,2.892,2.5544,2.5638
35308,0.628,1.9255,0.628,5.8662
35307,0.0,1.8438,0.0,1.8254
35306,0.0,0.0,0.0,0.0
35305,0.2605,1.691,0.0,4.7782
35304,0.8922,5.4091,6.405,6.2564
35303,1.7394,0.9289,0.0,2.7085
35302,0.0,3.5777,0.942,4.9006
35301,0.0,2.4501,1.2757,2.7887
35300,0.7559,3.5252,0.8141,4.7655
35299,0.0,2.4792,1.1434,2.7936
35298,1.6373,4.8238,3.3738,4.6776
35297,0.5478,4.4812,2.4992,6.6033
35296,0.9957,1.6662,0.9957,3.1543
35295,0.264,2.6538,1.2678,5.7143
35294,0.0,4.2546,0.8814,4.4385
35293,0.6608,4.5281,3.0812,5.2879
35292,0.5619,0.6992,0.0,2.9699
35291,0.0,0.7321,0.0,2.0699
35290,0.0,3.255,1.3197,6.6743
35289,0.0,0.0,0.0,2.8247
35288,0.0246,1.3683,0.1955,1.5837
35287,0.0,0.9501,0.0,2.3808
35286,0.4013,3.0132,2.3282,4.9893
35285,0.1987,3.0387,0.0,2.5004
35284,0.0,1.9018,1.2342,2.9782
35283,0.0,2.9249,2.3491,5.3234
35282,0.0,1.949,1.3619,3.0047
35281,1.964,6.8824,4.9042,8.0454
35280,2.3007,1.8202,0.2683,6.3352
35279,0.0,4.3161,0.971,9.9829
35278,1.2367,3.5461,0.449,5.9177
35277,1.7299,1.91,1.4559,4.6919
35276,0.583,3.3441,1.0063,4.7345
35275,0.0,7.5844,0.4308,4.5453
35274,0.76,2.91,0.4357,8.3362
35273,0.2728,0.2728,1.251,1.5238
35272,0.0,3.2449,1.1976,1.1976
35271,1.5016,2.1668,1.1091,6.8141
35270,0.0,1.4952,0.6149,3.0066
35269,0.8011,1.4713,0.741,9.1056
35268,0.0,1.4126,0.0,1.3804
35267,0.6875,0.5354,0.0,3.2882
35266,1.512,0.8193,0.0,3.7496
35265,1.1756,2.2396,0.4239,4.0365
35264,1.2926,4.3909,3.0473,8.2148
35263,0.0,1.5691,1.0145,2.3173
35262,0.5126,0.8901,1.5319,2.1111
35261,0.0,1.1557,0.0,3.224
35260,0.1983,3.3725,1.6777,3.657
35259,1.2272,3.5372,1.2032,5.9769
35258,1.8323,2.7542,0.6567,4.9754
35257,0.5199,0.8899,2.942,2.7964
35256,0.6309,3.4886,0.3818,7.1195
35255,0.6814,1.8469,0.422,1.8299
35254,0.0,4.1843,0.3036,3.479
35253,0.0,0.0,0.0,0.0
35252,0.3118,4.0253,0.0,3.742
35251,0.0,2.7914,0.0,2.0162
35250,0.3337,2.8479,0.4489,4.4497
35249,1.0073,1.397,0.8416,1.3446
35248,0.0,2.9613,0.8025,4.6202
35247,0.0,2.7039,0.3391,6.3794
35246,0.0,2.5466,0.0,2.7329
35245,0.0928,1.6732,1.8227,3.2057
35244,0.8323,2.2594,0.0,4.3563
35243,0.5787,2.1006,0.0,7.1082
35242,0.0,1.8684,0.0,3.5214
35241,1.0618,3.1259,0.7013,4.5118
35240,0.822,1.9265,1.0339,5.4447
35239,1.1924,2.4834,0.724,4.9008
35238,0.0,3.8701,2.8732,8.8233
35237,0.0,1.8601,0.0,1.0366
35236,1.1262,3.8586,0.0,8.8335
35235,0.4592,0.9929,0.4592,1.4839
35234,0.0,2.7781,0.4465,1.7244
35233,0.0,2.7781,0.4465,1.7244
35232,0.5756,1.8566,0.0,3.7415
35231,1.7892,2.2915,0.6748,6.9789
35230,0.9196,1.8386,0.4204,4.3577
35229,0.7623,6.325,3.7959,5.6921
35228,0.0,2.0577,0.0,1.9422
35227,1.1599,3.2952,0.3637,3.993
35226,1.2665,2.7909,1.1499,5.2477
35225,0.0,4.9249,1.2569,3.7688
35224,1.4597,4.9976,0.6338,9.255
35223,0.8262,3.301,0.0,4.4862
35222,0.1026,8.1527,7.8894,4.4038
35221,0.0,1.9997,0.0,2.3944
35220,2.6486,2.9385,0.5244,9.8144
35219,0.0,2.2868,0.5135,3.9334
35218,0.3454,2.4387,0.6096,3.87
35217,0.0,0.4122,0.0,1.0028
35216,0.3022,2.3839,0.0,3.272
35215,1.2871,4.1244,3.1744,4.105
35214,0.0,4.0518,1.9097,2.2504
35213,0.0,0.6876,0.0,3.801
35212,0.552,1.5433,0.0,4.2311
35211,3.1807,1.6684,0.0,4.7322
35210,0.2594,1.4332,0.8735,3.9834
35209,0.0,1.5989,0.0,4.4868
35208,0.6484,0.623,0.0,1.4558
35207,0.0,0.8346,1.0235,1.3268
35206,0.0,0.9806,0.0,0.6343
35205,2.8346,8.6778,4.9632,8.0675
35204,0.6767,4.2173,2.2351,4.8661
35203,0.0,3.2908,0.9836,2.7995
35202,0.9136,0.0,0.0,2.9855
35201,0.2904,1.3595,1.0691,2.8187
35200,1.2046,4.5576,3.202,6.0128
35199,0.1477,1.3704,0.0,4.7126
35198,0.0,2.4632,0.0,1.8783
35197,0.7849,7.434,5.9873,9.7183
35196,0.0,1.7012,0.0,0.7343
35195,0.5119,3.51,1.9031,5.8671
35194,0.5874,1.4503,0.0,3.095
35193,1.7267,2.2396,0.4239,4.5876
35192,1.5814,2.7556,0.0,3.0046
35191,0.7042,6.481,5.8779,6.4781
35190,0.626,2.4312,4.2018,3.7886
35189,0.91,1.9627,1.2192,3.5308
35188,0.7691,6.0926,0.7691,3.4955
35187,0.6318,4.7014,0.0,4.1165
35186,0.6233,4.3588,0.7112,6.373
35185,1.738,5.4715,0.8092,7.8656
35184,1.7331,4.4314,1.8659,6.6676
35183,0.6824,4.8968,0.9045,2.3935
35182,0.5239,2.0578,0.5239,3.7378
35181,0.3378,2.0841,1.1761,1.136
35180,0.4612,3.5119,2.2056,4.7075
35179,1.4722,0.7502,0.0,7.3124
35178,0.0,2.992,1.4629,4.2056
35177,0.1711,3.9091,3.4269,4.3896
35176,0.0,1.1962,0.0,1.8092
35175,1.1756,2.2396,0.4239,4.0365
35174,2.7635,2.2886,0.0,5.0266
35173,1.3744,2.6299,0.3329,5.4782
35172,0.2486,2.2342,0.0,1.2389
35171,0.0,2.6748,1.5313,2.3692
35170,0.9836,7.9769,5.4611,8.835
35169,0.0,0.0,0.0,0.0
35168,0.7811,2.1472,1.3153,4.6562
35167,0.4119,3.0874,0.0,4.9937
35166,0.2362,4.3206,1.3543,3.698
35165,0.2158,1.7025,0.0,4.9068
35164,0.9101,2.1571,0.3175,4.2517
35163,0.4271,1.7518,0.7166,5.8015
35162,1.1756,2.9303,0.4239,4.0365
35161,0.0,2.1353,0.0,3.8673
35160,0.0,1.2051,0.0,1.6465
35159,0.0,0.7781,0.0,2.3435
35158,0.0,2.4721,0.0,4.5223
35157,1.5722,1.6673,0.0,4.7287
35156,1.1756,2.2396,0.4239,4.0365
35155,0.0,2.1032,0.9449,2.5939
35154,0.0,2.11,1.2603,1.6002
35153,0.0,3.8215,0.0,1.6631
35152,0.0,0.344,0.0,2.6856
35151,0.307,2.7839,2.6596,3.8267
35150,0.0,1.5958,1.5958,1.67
35149,0.0,0.5098,1.078,2.0022
35148,1.4704,3.0746,1.2051,4.9357
35147,0.4596,3.5695,0.0,8.7887
35146,1.0652,1.0652,0.7922,4.2671
35145,0.2229,0.8793,0.0,1.7597
35144,0.0,0.0,0.0,0.0
35143,0.0,4.8731,0.0,3.2605
35142,0.8143,1.8471,1.4372,1.7077
35141,4.0771,2.7924,0.0,6.1806
35140,0.0,1.7511,0.0,6.2851
35139,0.2092,0.5327,0.0,1.7978
35138,1.9608,2.759,0.3475,4.6141
35137,0.9766,7.3192,5.4332,9.4393
35136,0.251,2.5953,0.0,4.6706
35135,0.0,0.989,0.0,1.4523
35134,0.0,1.1321,0.0,1.8365
35133,1.1946,1.4132,0.7202,2.6751
35132,0.6941,3.1616,1.2828,3.6818
35131,0.0,4.7769,0.0,6.7959
35130,0.0,2.5767,1.1521,7.3587
35129,1.1289,0.8754,1.2135,1.4893
35128,0.6826,2.7579,0.9121,5.603
35127,0.8297,6.2861,1.8201,9.2965
35126,0.0,0.4956,0.4956,1.6928
35125,0.0,2.1513,0.0,2.9884
35124,0.6062,4.2602,0.7945,4.8512
35123,0.0,4.0317,0.6679,5.9421
35122,1.1179,1.8944,1.5564,2.2651
35121,0.1209,3.8181,0.0,4.6811
35120,0.0,4.0671,0.8167,5.2175
35119,0.6228,2.1125,1.4078,7.0534
35118,0.0,1.3137,0.0,1.6717
35117,1.1588,2.2564,0.8435,7.9992
35116,1.1756,2.2396,0.4239,4.0365
35115,0.8051,3.0912,1.0252,4.3121
35114,0.3425,1.67,1.2099,4.9964
35113,1.1756,2.2396,0.4239,4.0365
35112,1.2367,1.681,0.449,4.0526
35111,0.7221,3.5632,0.6321,9.3092
35110,1.1756,2.2396,0.4239,4.848
35109,0.7302,2.1737,0.1866,4.6541
35108,1.3342,2.3595,0.9134,7.8128
35107,1.3239,5.5264,3.8075,4.0474
35106,0.0,2.9334,1.1693,3.4977
35105,0.9976,3.7457,0.0,5.0477
35104,0.0,0.682,0.0,1.666
35103,0.0,0.0,0.0,0.0
35102,1.0548,4.6579,0.0,6.6348
35101,1.4578,3.0827,0.4521,5.7533
35100,0.9823,6.8755,4.3776,5.9861
35099,0.0,3.6134,0.4416,6.6504
35098,0.0,1.7435,3.5426,3.2574
35097,0.0,2.9409,1.5854,0.8134
35096,0.2253,2.5051,0.8453,3.4335
35095,0.8822,2.0468,0.0,2.8081
35094,0.8809,2.6405,0.3061,7.0792
35093,0.8404,0.6654,1.3086,2.2062
35092,0.4772,1.7951,0.329,3.1828
35091,0.0,3.1685,1.0093,2.8707
35090,1.1812,3.2183,1.5295,5.8631
35089,1.0217,2.7787,2.4976,1.0217
35088,0.0,0.7574,0.0,1.8182
35087,0.5676,4.4502,3.4797,4.3429
35086,1.5757,4.0364,4.1526,12.197
35085,0.0,1.0554,1.828,3.7138
35084,0.0,0.0,0.0,1.5245
35083,0.7971,3.2209,0.7311,7.0341
35082,0.0,2.4898,1.7148,4.0803
35081,0.0,1.968,0.0,4.2016
35080,0.0,5.5081,3.9212,5.0035
35079,0.0,2.889,0.2966,6.3506
35078,0.3462,3.4715,0.0,4.536
35077,2.3632,4.3115,0.0,3.9506
35076,0.834,2.5048,1.397,4.3765
35075,0.0,0.9567,0.0,4.695
35074,0.5365,2.4423,0.0,9.8164
35073,1.5807,5.2946,1.9581,6.9585
35072,1.4076,3.3868,1.1724,5.6091
35071,1.1756,2.2396,0.4239,4.0365
35070,2.7553,1.6818,0.0,7.9578
35069,0.0,0.8086,0.0,1.7843
35068,0.3942,2.0584,0.4707,1.4473
35067,0.2501,2.3728,1.1227,4.2325
35066,1.5363,1.9716,1.3781,3.6327
35065,0.2495,6.2377,3.8227,6.5519
35064,5.1039,3.7803,1.8634,6.2241
35063,0.1123,1.1105,0.8313,3.8123
35062,0.2392,1.9316,0.0,4.3007
35061,0.9002,2.6053,0.7067,5.8869
35060,1.7193,4.255,1.169,5.687
35059,1.4277,3.7113,1.4627,6.356
35058,1.0717,2.699,1.6007,2.5575
35057,0.0,2.8275,1.9913,4.2463
35056,0.0,1.4235,0.0,2.0137
35055,0.2656,0.9283,2.2045,5.9624
35054,0.0,2.958,3.1881,1.4574
35053,0.0,1.1137,1.0533,5.4154
35052,0.7362,3.2027,0.431,5.068
35051,0.0,3.712,0.0,1.6177
35050,1.1331,5.109,0.0,9.95
35049,0.8355,5.2517,3.1936,9.1252
35048,0.0,5.9167,0.4062,2.866
35047,2.306,0.0,0.0,2.8051
35046,1.0655,5.8967,0.8192,10.6328
35045,0.5375,3.0202,0.4392,4.9363
35044,0.0,0.0,0.0,1.1704
35043,0.9396,8.256,2.2833,5.8042
35042,1.0642,4.2291,0.1848,8.0841
35041,1.0037,2.0324,1.095,7.6573
35040,0.0,1.4565,0.0,0.9909
35039,1.8191,4.3534,0.0,2.8202
35038,0.3267,1.1995,0.0,3.2339
35037,0.288,4.0774,0.0,2.9425
35036,0.3401,2.6521,0.6802,4.9009
35035,0.3363,1.2792,0.6358,1.7361
35034,0.0,1.8698,1.8745,1.8698
35033,0.0,1.7742,0.0,0.0
35032,0.6983,0.6594,0.0,2.7775
35031,0.0,3.8925,0.1275,3.6747
35030,0.8835,2.3946,0.3071,2.9708
35029,1.1756,2.2396,0.4239,4.0365
35028,0.0,2.7052,0.411,0.4622
35027,0.0,0.0,0.0,1.012
35026,1.4916,4.7211,0.3879,7.608
35025,0.6725,2.3291,0.4103,4.4424
35024,2.3237,5.716,1.214,6.7961
35023,0.2556,5.6388,0.0,3.7939
35022,0.8457,3.0766,1.4233,5.1779
35021,0.2534,2.0926,1.3208,3.0171
35020,0.2821,1.5392,0.6927,4.7112
35019,0.7819,1.8262,0.4945,2.7322
35018,0.7703,3.0365,1.2368,4.3209
35017,0.3175,1.7158,0.0,2.8142
35016,0.5615,3.0897,1.0576,4.9869
35015,1.517,2.3572,0.4378,4.5511
35014,0.8045,7.1113,4.6518,4.2279
35013,0.5134,1.5854,0.0,2.2013
35012,1.3978,6.1202,3.4567,5.6572
35011,0.0,0.4987,0.4987,1.4447
35010,0.0,1.6657,0.0,2.5051
35009,0.6421,3.7657,1.0607,7.1987
35008,1.4599,3.9892,0.7082,5.8853
35007,0.2174,2.4749,1.4396,2.9127
35006,0.7321,7.3472,3.4572,5.8067
35005,1.1218,3.4014,0.35,5.1573
35004,1.1747,2.6901,0.3676,4.9044
35003,0.6757,3.1032,0.7092,4.2029
35002,0.2418,0.5129,0.0,4.4636
35001,1.3595,0.6145,0.0,3.8771
35000,0.2982,1.9447,0.0,2.7974
34999,1.4138,3.2219,1.6369,4.9208
34998,0.2887,0.6418,0.0,2.6395
34997,1.1473,1.5077,0.9355,5.9905
34996,0.6682,4.4983,1.9091,5.6688
34995,1.2271,3.1076,1.7456,7.6627
34994,1.8861,4.2024,1.918,8.5402
34993,0.2627,2.0682,0.0,2.2629
34992,0.1428,2.1306,1.213,3.0735
34991,0.7748,2.5535,0.0,4.8593
34990,0.9111,2.6037,1.2527,3.1196
34989,0.9083,3.5221,0.0,3.1515
34988,0.2834,1.1339,0.5075,3.9383
34987,1.8223,3.3447,1.8844,4.0846
34986,0.2389,0.7678,0.0,1.1648
34985,0.9706,2.1714,0.0,4.2505
34984,0.9203,2.1011,0.0,5.157
34983,0.2975,1.4914,0.0,3.1684
34982,0.2543,2.3603,0.0,0.7516
34981,0.979,1.9649,0.0,2.0817
34980,0.2971,1.5979,0.0,4.3411
34979,0.8591,2.4806,0.5576,2.5932
34978,1.2128,1.8048,0.8261,4.168
34977,0.3015,1.2387,0.5592,2.7229
34976,0.8421,2.7352,1.1353,4.771
34975,0.0665,2.2084,1.1745,2.315
34974,1.3393,2.9971,0.3237,4.1179
34973,2.7772,1.3162,0.671,6.4975
34972,0.2507,3.4088,0.0,4.9842
34971,0.2653,2.1526,1.0183,4.4575
34970,1.9925,0.5987,0.0,1.8156
34969,0.2691,2.0311,1.6907,4.2444
34968,0.9954,2.4402,1.6382,4.0518
34967,0.9099,3.195,1.4777,5.0588
34966,0.2922,0.6518,0.0,1.3126
34965,0.0,2.392,0.0,5.2034
34964,0.1232,1.4139,0.4775,3.1423
34963,0.0,2.0231,1.4655,5.6979
34962,1.451,2.0406,0.7956,4.1286
34961,0.9748,3.8807,0.5302,1.8637
34960,0.0,4.8407,2.4361,4.1329
34959,1.4015,5.7407,2.6587,7.0629
34958,1.4593,4.0896,1.6142,2.0668
34957,0.3106,2.6848,1.301,4.6107
34956,0.528,3.5923,0.528,2.1055
34955,1.1756,2.2396,0.4239,4.0365
34954,1.6222,2.5611,0.3357,4.9682
34953,1.1756,2.2396,0.4239,4.0365
34952,0.2847,2.4278,0.0,2.7656
34951,0.3864,0.3864,0.3864,4.1719
34950,0.0,2.22,0.8832,3.8182
34949,0.0,2.5065,0.7622,5.8628
34948,0.8019,0.8019,0.5528,0.8019
34947,0.0,1.3942,0.0,3.9321
34946,0.1583,3.3877,2.3657,2.7964
34945,0.206,1.5079,0.0,2.9268
34944,0.0,1.3837,2.1394,3.4503
34943,0.0,1.7636,0.0,5.1899
34942,0.554,3.3036,0.4369,6.876
34941,2.1912,3.5844,0.5811,5.2427
34940,2.1096,1.4681,0.6394,3.807
34939,0.0,1.3779,0.0,2.0848
34938,0.0,0.4357,0.0,0.4357
34937,1.3344,2.2742,1.3344,3.5267
34936,1.1756,2.2396,0.4239,5.6347
34935,0.0,3.0297,0.0,3.7832
34934,0.0,3.0297,0.0,3.7832
34933,3.9485,4.4145,2.8486,4.2382
34932,0.0,1.9618,2.6083,2.853
34931,0.0,0.0,0.0,2.4035
34930,1.5314,2.5966,0.518,7.3381
34929,0.2013,2.3947,0.0,6.9163
34928,0.1396,2.1773,1.4011,4.5841
34927,0.0,2.6709,0.4335,4.4017
34926,2.7588,1.6448,0.0,0.8216
34925,0.0,1.6616,0.0,2.8919
34924,0.0,0.59,0.0,3.3035
34923,0.0,2.3691,0.0,4.5606
34922,0.0,1.1777,0.0,1.2494
34921,0.0,1.0843,0.0,0.0
34920,0.1284,3.508,1.7519,4.7291
34919,1.1885,2.1805,0.0,3.3066
34918,0.8132,1.7624,0.0,0.8132
34917,0.6962,0.6962,0.6962,3.1076
34916,0.414,2.2087,0.414,3.6829
34915,1.085,2.0693,0.3871,4.0776
34914,1.1756,2.2396,0.4239,4.0365
34913,1.1324,3.6841,0.6864,5.059
34912,1.9163,2.8604,0.3688,4.4422
34911,1.6573,2.0917,0.9399,4.2233
34910,0.0,2.5994,3.4219,5.7294
34909,0.2865,2.281,1.9627,2.7739
34908,0.4723,4.4599,0.4723,5.4197
34907,0.0,0.0,0.0,0.0
34906,0.611,1.8048,0.611,1.5358
34905,0.2642,1.1333,0.0,2.1067
34904,0.305,1.7951,0.0,3.7066
34903,0.3768,1.8308,1.5671,1.1959
34902,0.0,3.5005,0.0,3.5005
34901,0.1527,1.4332,1.0403,6.0132
34900,1.1756,2.2396,0.4239,4.0365
34899,0.9925,1.0777,1.0777,4.6953
34898,0.0,0.7706,0.0,1.5369
34897,0.0,3.4806,2.8123,8.1885
34896,0.0,3.7446,0.0,5.6262
34895,0.0,2.9835,1.621,4.2727
34894,0.9223,0.5414,0.0,4.1774
34893,2.9721,1.7845,2.9721,8.4182
34892,1.1756,4.5364,1.0988,6.0986
34891,0.2112,2.0556,1.7498,3.6671
34890,0.7322,3.9615,0.9082,3.9703
34889,2.3514,4.0388,1.3602,7.0436
34888,1.4053,0.0,0.0,2.6728
34887,0.0,0.3301,0.0,0.0
34886,1.8594,5.3671,0.5595,5.6689
34885,0.0,2.9354,0.9158,3.6536
34884,0.2229,0.8836,0.6608,1.6639
34883,0.277,0.277,0.0,0.277
34882,0.2682,1.1416,0.0,0.2682
34881,0.1354,0.3865,0.0,3.9848
34880,1.0478,3.6803,1.2931,4.8807
34879,0.6282,2.8618,2.096,4.0603
34878,1.1908,1.774,0.4105,3.5601
34877,0.6313,2.8682,1.0615,5.3706
34876,0.0,1.1852,0.0,3.3378
34875,0.8981,1.8302,0.9873,3.5614
34874,0.5932,2.6161,0.7277,5.175
34873,1.0486,6.923,5.245,8.0155
34872,0.7213,3.5283,2.4744,3.8306
34871,0.9911,5.1959,1.3365,8.8395
34870,0.0,3.1301,1.465,2.6801
34869,0.0,5.859,0.0,4.4371
34868,0.0,2.5679,0.0,5.2723
34867,0.0,3.731,0.0,4.6892
34866,1.8075,3.0303,2.775,3.0297
34865,0.832,2.9731,2.0265,1.9678
34864,0.0,0.9921,0.0,1.5676
34863,0.4943,1.038,0.4943,2.3174
34862,0.5914,0.0,0.0,1.7901
34861,0.0,0.0,0.0,1.1304
34860,0.5495,5.4444,2.6006,8.349
34859,0.5206,1.1777,0.3584,6.5767
34858,1.17,4.7516,5.2151,0.804
34857,0.742,2.3848,1.1582,2.9625
34856,0.8638,4.2156,1.9611,7.9227
34855,0.0681,1.4874,0.0,3.5926
34854,0.2605,1.2494,0.0,2.1879
34853,0.2756,0.2756,0.0,0.2756
34852,0.7265,1.9094,0.5478,1.582
34851,0.2986,2.3013,0.0,0.7602
34850,0.8887,2.8268,0.3091,2.9095
34849,0.2236,2.5144,0.5606,6.3451
34848,1.6402,3.0826,0.4239,5.6665
34847,0.1402,2.6139,1.3556,4.2511
34846,0.9901,2.9283,1.3067,4.3881
34845,0.1166,2.0829,1.8319,3.4596
34844,0.0,1.1667,0.0,0.6973
34843,0.0,2.6266,0.0,3.5398
34842,1.5604,0.4685,0.0,3.9782
34841,0.8148,3.3336,0.6077,2.0192
34840,0.0,1.5022,1.7227,3.075
34839,0.8594,2.1627,0.9087,5.8465
34838,1.318,1.4519,1.9407,3.2568
34837,0.9537,2.1291,0.0,2.3937
34836,2.6488,3.6975,2.6369,7.8362
34835,0.0,0.4367,0.0,1.1743
34834,0.2874,2.0397,1.4376,3.7207
34833,1.3724,2.774,2.774,1.4016
34832,0.6977,2.5583,1.4737,5.3294
34831,0.0,0.0,0.0,2.1739
34830,0.0979,2.5904,0.9223,1.687
34829,0.2304,1.3038,1.9048,6.0505
34828,0.4478,3.4948,1.6148,3.1077
34827,0.2817,2.6256,0.0,3.3215
34826,0.5436,1.4766,0.3747,0.5436
34825,0.054,1.4749,1.3703,2.0038
34824,2.3082,1.9856,1.0031,5.9344
34823,0.2559,0.5502,0.0,1.7517
34822,0.2444,1.8713,0.0,4.7206
34821,0.2786,2.8966,0.0,5.1392
34820,0.4543,3.32,1.2416,1.9253
34819,0.2314,1.967,1.7432,3.7873
34818,1.0793,3.5248,0.6499,3.0929
34817,0.3534,0.959,0.0,1.6666
34816,0.0,1.1795,0.0,3.5951
34815,0.8879,2.1625,1.0978,5.2636
34814,1.3341,1.1809,0.0,3.803
34813,0.3118,5.4566,2.5334,3.0496
34812,0.6725,0.6813,0.6813,3.8413
34811,1.3526,4.533,2.6851,1.1144
34810,0.0,1.1804,1.727,5.6774
34809,0.2225,3.9635,1.435,6.3734
34808,2.1538,2.7068,1.1361,2.9327
34807,0.8368,1.5501,0.4,4.2018
34806,0.7989,0.0,0.0,0.7989
34805,0.0,2.6755,0.5866,7.1782
34804,0.8965,7.3393,2.1754,6.2739
34803,1.1756,2.7537,0.4239,6.0159
34802,1.1756,3.2674,0.4239,5.5738
34801,1.1756,2.9062,0.4239,4.7031
34800,0.0,2.1048,0.6428,3.2904
34799,1.0476,1.5483,1.1253,6.7676
34798,0.0,1.9122,0.0,1.1144
34797,3.1526,1.5837,0.7903,3.0148
34796,2.0975,4.2046,2.3383,9.6084
34795,1.1756,3.1322,0.4239,5.382
34794,0.0,0.9844,0.0,0.9844
34793,0.8481,3.2741,2.0251,3.642
34792,0.1456,3.1282,0.0,3.9664
34791,0.0,2.3562,0.4207,1.9355
34790,0.0,0.0,0.0,2.894
34789,2.0139,2.0726,0.827,5.3027
34788,0.4662,3.9124,0.6845,3.8712
34787,0.0,2.2228,0.0,4.2415
34786,2.2172,2.3836,0.976,7.4266
34785,1.4294,2.3718,0.0,3.8201
34784,0.3124,3.4569,2.9513,10.2768
34783,0.4225,3.0844,0.3453,4.7165
34782,1.5914,2.0294,0.5525,6.1756
34781,0.2432,2.3028,0.7494,8.5794
34780,0.2721,0.5945,0.0,6.6494
34779,0.7097,2.8134,1.247,3.4859
34778,0.235,0.4956,0.0,2.3089
34777,0.8477,2.0224,0.5429,3.7922
34776,0.0,0.0,0.0,0.0
34775,0.0778,3.2976,0.6498,4.4747
34774,0.0,1.5034,0.0,2.6016
34773,1.2724,4.309,2.2823,1.7406
